sentence,label
她竟然叫我們先吃白飯就好而且笑的很假這種服務態度真是讓人無言,0
番外：之後去逛新光三越,0
感覺還不賴給八十分,1
順帶一提有一個女店員很恰我們說爐子火太小可否換一個爐子,0
甚至在整個龍潭鄉包括一堆活魚餐廳和各家合菜也難逢對手,0
週六日11002100,0
餡料算得上實在就是P,0
哈哈流口水了有機會再來XD,0
老實說我對於純餐廳的評價普通都還不賴但是對於某種行業附設的餐飲業通常都不,1
在以前的長圓百貨附近,0
上頭灑著松子以及細蔥花搭配味噌醬著實美味,1
ps後來友人跟我說他吃了之後拉了三天@@|||,0
圖文突如其來的一個蛋糕日,0
而且一點腥味都沒有只有魚肉的甜味,1
價位範圍每人：200元左右,0
魚香茄子80,0
起來可以很明顯察覺與別家不同但同事跟我就覺得這樣的不慍不火的炒年糕吃起來,1
也都有一般不錯的水準,1
嗯嗯超好吃大概是因為新鮮吧,1
發粉放太多了才會讓雙胞胎變小麵粉好像漲價,1
第二個『咖哩豬排拌麵』是將麵泡在咖哩醬汁裡,0
水晶包--還可以因為有些像包韭菜的水煎包雖然皮Q勁十足不過味道普普,1
來到Soup櫃前在猶豫當中選了小姐推薦的日式牛肉蔬菜墩飯NT250套餐內容除,0
冷盤就是龍蝦跟鮑魚到處都一樣沒什麼特別,1
的天裡多了暖暖的火鍋可以選擇真是不錯,1
但他們顛三倒四的說法及不耐煩的口氣,1
店內的原味建築與擺設也透露出原住民高超的手工藝技術,1
一坐下老闆娘就來倒茶,0
水餃一顆四元,0
這個餐有,0
推薦項目1500合菜裡面的小火鍋宮寶雞丁,1
醬油膏是不建議淋太多會太鹹,1
這樣不會太無聊嗎￣y▽￣╭,0
但是總覺得有點太過淡了,1
賣的是些小吃如店名賣各種抄手麵食之類的,0
另外友人點番茄湯底的羊肉鍋也不錯喔,1
都煮的很綿很綿,1
結果出乎意料麵上以後我跟我朋友就唏哩呼嚕的猛吃還好現場沒什麼客人,1
冰品區分成兩塊一部分是刨冰類的配料有大紅豆薏仁綠豆等甜料另外則是,0
乾等又覺得沒東西嗑所以又單點了兩樣東西服務生來的,1
我查過了目前還沒有網頁,0
要抱怨的主題是這家店的品質價位比實在很低,1
外皮冰凍了太久有點硬但內餡是芋泥加蛋黃味道很搭,0
羊肉片但是那個片似乎太小了以至於沒什麼感覺非常不推這一,1
7主餐義大利麵我們四個人都認為不怎樣好吃,1
他的韭菜水餃包的也就只有韭菜,0
除了生蠔和生魚片我不吃外可能是因為臨近淡水所以他的海鮮都還算新鮮,0
沒有啥特別感覺,1
其實沒什麼味道說,1
*紅蘿蔔蛋糕外表看起來紅紅的滿有健康概念的還不錯吃,1
囿於預算所限只有都點義大利麵囉,0
宮畢竟有辣度的咖哩向來不是她的選擇印度皇宮的介紹留待下篇,0
韓式泡菜酸菜白肉咖哩麻辣鍋蕃茄鍋還有其他的記不起來,0
還有不少的料理可惜蝴蝶當時已經飽到不行了,0
整個有種羅斯福路對面那家生機飲食店的感覺,0
沾醬是甜辣醬,0
不過難免都有點稍微失去溫度讓好食度明顯下降不少憾甚,1
價位範圍每人：100450不等,0
這才注意到桌上有一瓶調味料寫著山東醋,0
但是為了美味的小蛋糕排一下隊也值得了,0
可能是因為煮好太久特殊的衝勁略為消失了吧其他的小菜看起來也很不錯,1
的種類的不太一樣也就是說雖然它擺出來的盤子不多但吃到最後還是可以,0
似乎是太貴了後來我們又有點一份跟一開始的兩份份量差不多,1
幸好最後一道沙茶牛肉牛肉和空心菜伴著各種口味較重的佐料,0
果然沒有義大利麵應有的咬勁煮的有點過頭了雞蓉也有點老要是沒配著義大利面的,1
但是美食專家可能就不大愛囉,1
多實在不喜歡,1
可是可是問題來了整個用餐過程吵到不行就算了反正中式餐館本就如此,1
油炸區最醒目的就是炸蝦啦不過蝦子沒多大裹粉倒是裹很大感覺不太爽,1
外面變的比較香酥是第一個,1
上一個客人的口紅印沒有洗掉真的超誇張的,1
飯比三媽大碗一些,0
餐飲／店家名稱：卡巴尼那義大利媽媽鄉村餐坊,0
另外其實我還看到炸蝦沒吃到懊鹽酥蟹蝦捲炒飯米粉比較特別的,0
特別的是淡水機場還有啤酒和紅酒可以喝以399的價位我倒覺得還挺訝異的,0
但就味道而言只能說普普,1
鮪魚不是只有草莓醬之類隨便加的草莓鬆餅水果總匯有點忘了步確定我是食量很大的女生,0
整體來說新奇度有餘美味度不足,1
鼻而來接續著是糯米的淡淡甜香入口後就可感受到糯米的彈性還有香菇蝦米與,1
吃個飯還要一直催促真煩,1
水果則是柳丁就沒啥好評論了,1
6其實現在台灣進口的一點都不好吃以前很久以前糕更香濃我第一次吃到,1
麵條我喜歡吃細麵對麵條沒什麼研究,0
我吃個兩片就覺得很膩猛喝飲料囉,1
選擇前述的Soupexpress作為今天的中餐至於妹妹呢出乎我意料外的選擇了印度皇,0
定先把小黃瓜拿起來用一片土司包了吃然後才回頭去享受那天上下凡的豬排,1
也常碰到外國人去買可能因為師傅是法國人所以很合他們的胃口吧,0
玉米濃湯口味普通算是中上之作裡頭還吃得到一些小肉末,1
價格上比較貴110元,0
感覺沒有用到絞肉之類來調味,0
價位是相當相當的高而且只有排餐可以選擇沒有任何簡餐不過,1
我拿了一張名片有圖有真相,0
這家淡水機場座落於中正東路上其實地方還蠻好找的開車騎車的人可以在往,0
除了主觀我不太喜歡韭菜之外,0
一樓主要是以buffet為賣點其實東西不算多不過每種食物都吃一輪吃下來,0
很好吃附餐有燙青菜跟豆芽菜都是現炒的味道一樣美味可口,1
不過烤蝦賣相好吃起來普普通通給個七十分好了,1
而且用料絕對超過一般鍋貼,1
例如大餅牛肉捲重慶粉蒸肉麻辣牛肉麵怪味乾拌麵,0
美味85,1
三芝淡水的分隔處就看到這家餐廳在右手邊而坐車的人可以搭捷運在紅樹林站下車,0
當然價格也滿便宜低,1
麻薯內餡包紅豆泥對我而言不太甜的紅豆泥味道嚐起來還不錯外面包裹的,1
不過還可以接受,1
但是吃下去的時候我後悔了海鮮奶油醬完全沒有味道對是完全沒有味道,1
我們剛到的時候有點不知所措該坐哪因為位置真的很少,1
他們的辣真的有推薦唷,1
我同學不喜歡但我覺得不賴,1
附餐的飲料更是好喝,1
產品還有果汁優格焗飯麵三明治還有其他種,0
後來他說怎麼那麼多鴨血啊吃起來還有血的味道露出厭惡的表情,0
抄手方面皮硬了點不夠薄有點可惜,1
他的飯用特殊香料包下去煮的,0
Faina的媽媽嚐過一次就愛上念念不忘呢,1
鍋的選擇比較多樣,0
不過我吃起來對他們高湯的味道的感覺嘛嗯雖然好吃但就是如此沒有什麼特別驚喜的,1
算還蠻划算的,1
冰點區有刨冰類和冰淇淋可以選擇它的冰淇淋還是明治的真是太給他幸福了,1
現在我們家幾乎每個禮拜假日都會買東佳的牛肉麵回家吃,0
鴨血比四川華神軟嫩但入味不夠,1
知道上當了粗條米粉跟太白粉芶芡湯是完全分離的狀態也就是說,1
口感比較好而且不會塞牙湯汁雖然偏甜但跟白飯很搭配可以拌飯吃,1
價位範圍每人：一百元以內,0
炸響鈴$60,0
重口味所以還不錯對七個大男生來說一人一碗飯還不夠幸好還有炒麵啊多多,1
當天一共有6個男生以下就是我們點的東西有些東西還不只點了一次綠綠的麵條上面還有蛋絲及小黃瓜吃配上清爽帶點鹹味的醬汁的確不錯呢這道就普普通通和一般外面賣的差不多但是醬油是帶點甜味的和整個皮蛋,1
可是我覺得真的滿好吃的推薦給大家去吃看看,1
五更腸旺120,0
有一個服務生人還不錯喔,0
一到古德曼門口已經快十點了驚訝店門口竟然坐滿人,0
6濃湯味道還可以,1
練的時候沒有訓練一下該有的禮儀嗎？,1
至於溪蝦牛腱醉雞我都沒啥碰到,0
今天中午和幾個朋友去吃「重慶抄手麵食」,0
XD,0
之中還吃得到清脆由此可見食物的新鮮度日式料理也幾乎每樣都吃過了,1
但實在不推它的炸素饅太乾而且有點油,1
兩人去吃的結果是沒有下次了,0
今天的菜色總共是$680兩個人平分不算貴也沒有特別便宜不過真的很新鮮,1
沙茶牛肉90,0
首先是魚香茄子口味和魚香烘蛋差不多只是將蛋換成了茄子,0
我比較喜歡在店內吃東西的感覺,1
而且料都沒變真的是貴到一個不行還很油,1
蒸魚說真的我分辨不出它蒸的魚倒底是什麼種類看起來有點像鱸魚可是尺寸,0
不過一入口就知道是鮭魚了酸甜的糖醋醬拌著炸的酥脆的鮭魚塊洋蔥和青椒,0
我們點合菜菜色很多種但實在不便宜我們兩人點三菜一湯加起來就要730元,1
那清爽的口感讓人不知覺就多吃了好幾個,1
不過餅皮不夠酥,1
3無限量供應的配料青菜芋頭冬瓜片南瓜片紫山藥特別的丸子,0
每份都是套餐式的有沙拉配菜湯主菜飲料,0
接著另外一個同學焗烤海鮮吃到一半發現有根頭髮他本人還無所謂,1
滷肉飯也很不錯可惜今天去得晚沒有飯了,1
下次我再來嚐嚐,0
至於那個三明治我想我自己應該可以做得出來並且不會把麵包烤得那麼硬,1
黑貓包又油餡又硬吃過一口後要很勉強才能忍住把它吃完不然很浪費,1
菜色不少一副蠻可口的樣子,1
很難形容啦,1
猶豫了超久的XD,0
上菜的婦人maybe是闆娘吧咖哩碗乾脆用拋的好了,1
通常我們飲料都會換他店裡的果汁,0
最後ricotta覺得黑巧克力有些太苦沾水果怪怪的,1
很香很好吃,1
鍋子裡湯很多言下之意--料有點少湯又沒什麼味道嘆氣,0
燙好的青菜感覺是加醬油油蔥酥跟小塊生蒜粒,0
不過我還是很嘴饞的吃了三個,0
魚香哨子麵﹝乾﹞$55,0
ADD：新竹市東大路二段73號,0
我還是偷吃了一口,0
湯頭也很好喝,1
這種麵大概賣個一百出頭差不多,0
應該是田雞干貝湯吧田雞不用我介紹了吧這道湯品我連看都不太敢看哩,0
這家餐廳不是我第一次來昨天會去的原因是因為有個朋友非常喜歡這家店,0
薄片披薩十二吋則是四百五至六百五,0
平價速食料理有了不好的偏見了可能是消費族群及價位的關係P＆L辣炒年糕的,1
剛剛接獲snowtoya同學線報,0
價位範圍每人：套餐230300,0
三個人帶著怨念走出了這家店,0
濃湯也是特製的,0
我已經很少碰吃到飽類的食物了一來不划算我食量小二來則是人多我怕吵,0
這家是台電大樓旁新開的店,0
現在是走全素路線的涮涮鍋店,0
且不供應水,0
而且炸之前都會再裹粉和蘭Ｘ派一樣將更增添食物的美味,1
種類也蠻多的每個都吃一點就超飽了,1
整體而言料並不算多以一份230元左右來說還附贈一杯大杯飲料價錢還可接受,0
檸檬水不錯但有點兒檸檬的苦湯每天都會供應兩種今天的是番茄清湯和蔬菜濃湯,1
聽說這對身體很好我還挺喜歡的可是我學妹討厭秋葵有點黏黏汁液的口感,1
前菜烤麵包+濃湯濃湯單獨吃沒什麼鹹味奶味滿濃的給70分,1
3菜哺太油,1
COCO是咖啡口味的很香QQ的,1
也沒想到這家店還不錯,1
吃味道鮮美果不其然,1
曾記的綠豆麻薯原味還蠻好吃的,1
好吃,1
起司球芋頭片等種類還滿多的,0
雞腿則是要醃一整天店員透露的,0
另外還點了高麗菜豬肉水餃跟韭菜水餃,0
咖啡慕斯蛋糕尚未退冰完全硬梆梆,1
希望這樣不會過當哩P,0
上菜無敵慢一群人去吃可以聊天打發等待時間,1
對了,0
CP值算蠻低的一餐_____,0
店裡有分吸煙區和禁煙區不過有二個白目女還是在禁煙區抽煙,0
比黑醋更有種嗆味,0
冬瓜培根：名字有點忘了就是冬瓜加上培根做的湯還可以但有點太鹹,1
沒想到這位天兵服務生居然連她自己送的菜是什麼都不知道,1
不像是外面工廠做的粗糙她外面白色的魚漿細膩而有口感,1
濃湯真是一絕,1
翻開MENU,0
不過我們一伙人倒是在那邊被其他客人白眼,0
整體來說份量夠咖哩味道以咖哩飯做支撐奶香味十足邁向佳,0
好像是新開的店裝潢以黃色系列為主咖哩的原因吧,0
喝了一口無糖綠媽呀果然是便宜貨苦澀自然是不在話下,1
飲料中有一種”檸檬綠茶”我覺得喝起來有一種消毒水的味道．．．．,0
*紅油抄手*,0
沙拉沙拉醬是自己打的奇異果沙拉醬,0
整體來說麵有點爛沒有嚼勁而且咖哩醬汁多了點份量稍嫌不足,0
鮭魚都還算新鮮,1
肉絲蛋炒飯50,0
沙瓦就跟果汁沒兩樣其實薄酒萊就不熟了喝起來就是普通的酒嘛哈哈哈哈哈,1
跟我們一般所想的水晶餃不同,0
味道：我是覺得這個還好因為我喜歡濃一點辣一點的泡菜味,1
我要說她現在就不是很流而是很滑順可口,1
實在是因為精華區對仁愛店服務品質的評價不敢領教,1
我只好請另一位帥哥過來幫我們幸好他人還不錯,0
中午經過看他有賣商業簡餐平日中午,0
外服務品質也是非常重要的常常看一些店還蠻不錯吃的但是卻門可羅雀細想其,1
韭菜蠻不推薦的,1
因為馬德雷客滿,0
愛吃海鮮的人都清楚如果食材夠新鮮其實烹調不需要太繁鎖的手法,0
再搭配一般的胡椒粉和一層蒜醬呵很沒特色的雞排４０元,1
只是感覺比雞肉更加細緻加上是三杯的調味香辣可口讓人想叫兩碗飯來配,1
湯頭十分鮮甜本已經填飽了肚子還是忍不住喝了三大碗,1
然每道菜口味都不錯但吃起來總覺沒上次那麼過癮少了種大快朵頤的暢快感,1
但是真的好貴,1
外帶生水餃一顆三元,0
麻婆豆腐60,0
不過他的價位倒是很有飯店水準,0
不過經過這次我想我有一陣子不吃牛了吧,1
不過我覺得醋三醬油二的比例很棒,0
菜色真的很差沒有一點泰式料理的感覺大概只有生蝦還可以有些蝦仁捲,1
也是會有飽足的感覺主要可以分成沙拉區港式點心區冰品區蛋糕餅乾區,0
我們則是喜歡他特別的飯,0
在鮮度還有甜度上都下降了很多而且還有一點室溫了該有的表面光澤也消失了,1
涼拌木瓜絲--40元：：木瓜絲淋上碎花生和酸辣汁香脆爽口水準以上的好產品,1
所以說那是一家非常不老實的生意人,1
內餡的蝦肉是剁碎再混成一團的蝦泥口味清爽單吃也吃得到蝦子的甜味,0
可飯呀真是不簡單即使只盛一小匙飯入口但是每顆飯粒都充盈著,0
料的部份食材都不錯我覺得加羊肉是最好吃的豬跟牛有點肥說,1
醬料和麵攪拌之後很濃稠吃得有點乾”口渴,0
Julian's每天晚上過20：00點蛋糕麵包通通七折喔,0
鼻的香氣,1
還挺好吃的推薦給大家,0
還有燙青菜酸辣湯各一份,0
就想說不貴進去吃吃看,0
但是喝完就會感到腥,1
他們的食材普普可以接受,1
還不錯吃,1
怪味雞$60﹝微辣我沒吃聽說很讚﹞,0
我們各點了『歐母蛋牛肉飯』『咖哩豬排拌麵』『烤咖哩牛肉飯』,0
上送來第二條效率之快令人滿意至極之後再送上一壺熱茶還很貼心的一直提,1
是我唯一看到有笑容的,0
他家的餃子皮薄餡多可是餡普通我自己做的都比他有滋味,1
6總結誠心建議不要去吃這種價位吃的東西實在太差,1
咖啡濃郁好好喝呀而且整杯弄的很豪華,1
過個馬路五分鐘不到就到達了,0
可口可樂一瓶三百五十西西的一百元,0
類似三媽臭臭鍋那種一個小鍋+一碗飯,0
我深深覺得她的食物品質還沒有過去的好,1
缺點：口味單調沒得選擇,1
都沒喝完味道超淡喝起來有點噁心,1
再次來到新光A4館本來想造訪的是首次登台的NIKONIKOROLLandSUSHI沒想到一,0
不知道是不是就是這個,0
一端來我就看到一堆我不吃的芹菜,0
好像可以加錢變套餐附飲料什麼的沒有試了,0
份量比較少一點有點微辣但切片的豬排吃起來口感不錯外酥內軟,1
以蘿蔓葉沾拌著凱薩沙拉醬有著濃郁的起士味另外的點綴則是眾所熟知的麵包丁培根和蕃茄和一般Casersalad不同在於口味重了些,1
Mrcheese的Focaccia除了保有Focaccia的特質介於pizza和麵包間的口感外皮酥脆,1
但感覺很難吃連之前吃過好幾次的朋友也覺得變難吃,1
拌勻後我覺得不夠鹹,0
